,Unnamed: 0,album_artist,album_mood,album_title,allmusic_href,lyrics,lyrics(normalized_no_stopwords),lyrics(normalized_with_stopwords),lyrics_href,track_genres,track_length,track_moods,track_title,track_url
34,34,The Beach Boys,cathartic,Summer Days (And Summer?,/album/summer-days-and-summer-nights%21%21-mw0000116156,"I'm bugged at my ol' man
Cause he's making me stay in my room
(Darn my dad)

I came in a little late
And my ol' man he just blew his mind
(Blew it bad)

Why did he sell my surfboard?
He cut off my hair in my sleep

I wish I could see outside
But he tacked up boards on my window
(Gosh it's dark)

I can't hit the surf, can't drag
Can't do a dog-goned thing
(Wish I could)

I tried to call up my chick
But he jerked my phone right out of the wall

They gave me some breadcrumbs
And a little glass of water
And they're out there eating steak
(Smells so good)

I ripped up my wardrobe
And I'm growing a beard
Oh when will they let me come out

I'd listen to my radio
But he took it and he's using it in his own room
(Now it's gone)

I wish I could do some homework
But I got suspended from school
(Blew my cool)

I'm bugged at my ol' man
And he doesn't even know where it's at",bug old man make stay room darn dad come little late old man blow mind blow bad sell surfboard cut hair sleep wish could see outside tack board window gosh dark not hit surf not drag not dog gon thing wish could try call chick jerk phone right wall give breadcrumb little glass water eat steak smell good rip wardrobe grow beard oh let come would listen radio take use room go wish could homework get suspend school blow cool bug old man not even know,i be bug at my old man because he be make me stay in my room darn my dad i come in a little late and my old man he just blow his mind blow it bad why do he sell my surfboard he cut off my hair in my sleep i wish i could see outside but he tack up board on my window gosh it be dark i can not hit the surf can not drag can not do a dog gon thing wish i could i try to call up my chick but he jerk my phone right out of the wall they give me some breadcrumb and a little glass of water and they be out there eat steak smell so good i rip up my wardrobe and i be grow a beard oh when will they let me come out i would listen to my radio but he take it and he be use it in his own room now it be go i wish i could do some homework but i get suspend from school blow my cool i be bug at my old man and he do not even know where it be at,/lyric/4662823/The+Beach+Boys/I%27m+Bugged+at+My+Ol%27+Man,['Pop/Rock'],2:19,"['humorous', 'playful', 'silly', 'eccentric', 'quirky', 'brash', 'campy', 'cathartic']",I'm Bugged at My Ol' Man,https://www.allmusic.com/song/im-bugged-at-my-ol-man-mt0045331700
35,35,Nirvana,cathartic,In Utero,/album/in-utero-mw0000097301,"Teenage angst has paid off well
Now I'm bored and old
Self-appointed judges judge
More than they have sold

If she floats than she is not
A witch like we had thought
A down payment on another
One at Salem's lot

Serve the servants - oh no
That legendary divorce is such a bore

As my bones grew they did hurt
They hurt really bad
I tried hard to have a father
But instead I had a dad

I just want you to know that I
Don't hate you anymore
There is nothing I could say
That I haven't thought before

Serve the servants - oh no
That legendary divorce is such a bore",teenage angst pay well bored old self appoint judge judge sell float not witch like think payment another one salems lot serve servant oh no legendary divorce bore bone grow hurt hurt really bad try hard father instead dad want know not hate anymore nothing could say not think serve servant oh no legendary divorce bore,teenage angst have pay off well now i be bored and old self appoint judge judge more than they have sell if she float than she be not a witch like we have think a down payment on another one at salems lot serve the servant oh no that legendary divorce be such a bore as my bone grow they do hurt they hurt really bad i try hard to have a father but instead i have a dad i just want you to know that i do not hate you anymore there be nothing i could say that i have not think before serve the servant oh no that legendary divorce be such a bore,/lyric/2342890/Nirvana/Serve+the+Servants,['Pop/Rock'],3:34,"['angst-ridden', 'cathartic', 'cynical/sarcastic', 'fiery', 'volatile', 'witty', 'aggressive', 'confrontational']",Serve the Servants,https://www.allmusic.com/song/serve-the-servants-mt0001204340
36,36,Nirvana,cathartic,In Utero,/album/in-utero-mw0000097301,"Like most babies smell like butter
His smell smelled like no other
He was born scentless and senseless
He was born a scentless apprentice

Go away - get away, get away, get a-way
Every wet nurse refused to feed him
Electrolytes smell like semen

I promise not to sell your perfumed secrets
There are countless formulas for pressing flowers

I lie in the soll and fertilize mushrooms
Leaking out gas fumes are made into perfume

You can't fire me because I quit
Throw me in the fire and I won't throw a fit",like baby smell like butter smell smell like no bear scentless senseless bear scentless apprentice go away get away get away get way every wet nurse refuse feed electrolyte smell like seman promise not sell perfumed secret countless formula press flower lie soll fertilize mushroom leak gas fume make perfume not fire quit throw fire not throw fit,like most baby smell like butter his smell smell like no other he be bear scentless and senseless he be bear a scentless apprentice go away get away get away get a way every wet nurse refuse to feed him electrolyte smell like seman i promise not to sell your perfumed secret there be countless formula for press flower i lie in the soll and fertilize mushroom leak out gas fume be make into perfume you can not fire me because i quit throw me in the fire and i will not throw a fit,/lyric/2342891/Nirvana/Scentless+Apprentice,['Pop/Rock'],3:47,"['fierce', 'angry', 'angst-ridden', 'cathartic', 'fiery', 'nihilistic', 'volatile', 'witty']",Scentless Apprentice,https://www.allmusic.com/song/scentless-apprentice-mt0000606864
37,37,Nirvana,cathartic,In Utero,/album/in-utero-mw0000097301,"She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnetar pit trap trap
I wish I could eat your cancer when you turn black

Hey!
Wait!
I've got a new complaint
Forever in debt to your priceless advice
Hey!
Wait!
I've got a new complaint
Forever in debt to your priceless advice
Hey!
Wait!
I've got a new complaint
Forever in debt to your priceless advice, your advice

Meat-eating orchids forgive no one just yet
Cut myself on angel hair and baby's breath
Broken hymen of your Highness, I'm left back
Throw down your umbilical noose so I can climb right back

Hey!
Wait!
I've got a new complaint
Forever in debt to your priceless advice
Hey!
Wait!
I've got a new complaint
Forever in debt to your priceless advice
Hey!
Wait!
I've got a new complaint
Forever in debt to your priceless advice, your advice

She eyes me like a Pisces when I am weak
I've been locked inside your heart-shaped box for weeks
I've been drawn into your magnetar pit trap trap
I wish I could eat your cancer when you turn black

Hey!
Wait!
I've got a new complaint
Forever in debt to your priceless advice
Hey!
Wait!
I've got a new complaint
Forever in debt to your priceless advice
Hey!
Wait!
I've got a new complaint
Forever in debt to your priceless advice, your advice, your advice, your advice",eye like pisce weak lock inside heart shape box week draw magnetar pit trap trap wish could eat cancer turn black hey wait get new complaint forever debt priceless advice hey wait get new complaint forever debt priceless advice hey wait get new complaint forever debt priceless advice advice meat eat orchid forgive no one yet cut angel hair baby breath broken hyman highness leave back throw umbilical noose climb right back hey wait get new complaint forever debt priceless advice hey wait get new complaint forever debt priceless advice hey wait get new complaint forever debt priceless advice advice eye like pisce weak lock inside heart shape box week draw magnetar pit trap trap wish could eat cancer turn black hey wait get new complaint forever debt priceless advice hey wait get new complaint forever debt priceless advice hey wait get new complaint forever debt priceless advice advice advice advice,she eye me like a pisce when i be weak i have be lock inside your heart shape box for week i have be draw into your magnetar pit trap trap i wish i could eat your cancer when you turn black hey wait i have get a new complaint forever in debt to your priceless advice hey wait i have get a new complaint forever in debt to your priceless advice hey wait i have get a new complaint forever in debt to your priceless advice your advice meat eat orchid forgive no one just yet cut myself on angel hair and baby breath broken hyman of your highness i be leave back throw down your umbilical noose so i can climb right back hey wait i have get a new complaint forever in debt to your priceless advice hey wait i have get a new complaint forever in debt to your priceless advice hey wait i have get a new complaint forever in debt to your priceless advice your advice she eye me like a pisce when i be weak i have be lock inside your heart shape box for week i have be draw into your magnetar pit trap trap i wish i could eat your cancer when you turn black hey wait i have get a new complaint forever in debt to your priceless advice hey wait i have get a new complaint forever in debt to your priceless advice hey wait i have get a new complaint forever in debt to your priceless advice your advice your advice your advice,/lyric/2753578/Nirvana/Heart+Shaped+Box+%5BLP+Version%5D,"['Pop/Rock', 'Rap']",4:39,"['acerbic', 'fiery', 'gloomy', 'intense', 'angst-ridden', 'brooding', 'cathartic', 'tense/anxious']",Heart Shaped Box,https://www.allmusic.com/song/heart-shaped-box-mt0005462008
38,38,Nirvana,cathartic,In Utero,/album/in-utero-mw0000097301,"Rape me, rape me my friend
Rape me, rape me again
I'm not the only one
I'm not the only one
I'm not the only one
I'm not the only one

Hate me
Do it and do it again
Waste me
Rape me, my friend
I'm not the only one
I'm not the only one
I'm not the only one
I'm not the only one

My favorite inside source
I'll kiss your open sores
Appreciate your concern
You're gonna stink and burn

Rape me, rape me my friend
Rape me, rape me again
I'm not the only one
I'm not the only one
I'm not the only one
I'm not the only one

Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me (rape me)
Rape me",rape rape friend rape rape not one not one not one not one hate waste rape friend not one not one not one not one favorite inside source kiss open sore appreciate concern go stink burn rape rape friend rape rape not one not one not one not one rape rape rape rape rape rape rape rape rape rape rape rape rape rape rape rape rape,rape me rape me my friend rape me rape me again i be not the only one i be not the only one i be not the only one i be not the only one hate me do it and do it again waste me rape me my friend i be not the only one i be not the only one i be not the only one i be not the only one my favorite inside source i will kiss your open sore appreciate your concern you be go to stink and burn rape me rape me my friend rape me rape me again i be not the only one i be not the only one i be not the only one i be not the only one rape me rape me rape me rape me rape me rape me rape me rape me rape me rape me rape me rape me rape me rape me rape me rape me rape me,/lyric/177679/Nirvana/Rape+Me,['Pop/Rock'],2:49,"['angst-ridden', 'cathartic', 'fiery', 'volatile', 'witty', 'aggressive', 'angry', 'brooding']",Rape Me,https://www.allmusic.com/song/rape-me-mt0008606268
39,39,Nirvana,cathartic,In Utero,/album/in-utero-mw0000097301,"It's so relieving to know that you're leaving as soon as you get paid
It's so relaxing to hear you're asking wherever you get your way
It's so soothing to know that you'll sue me, this is starting to sound the same
I miss the comfort in being sad
In her false withness, we hope you're still with us,
To see if they float or drown
Our favorite patient,
A display of patience, disease-covered Puget Sound
She'll come back as fire, to burn all the liars,
And leave a blanket of ash on the ground
I miss the comfort in being sad",relieve know leave soon get pay relax hear ask wherever get way soothing know sue start sound miss comfort sad false withness hope still us see float drown favorite patient display patience disease cover puget sound come back fire burn liar leave blanket ash ground miss comfort sad,it be so relieve to know that you be leave as soon as you get pay it be so relax to hear you be ask wherever you get your way it be so soothing to know that you will sue me this be start to sound the same i miss the comfort in be sad in her false withness we hope you be still with us to see if they float or drown our favorite patient a display of patience disease cover puget sound she will come back as fire to burn all the liar and leave a blanket of ash on the ground i miss the comfort in be sad,/lyric/2342894/Nirvana/Frances+Farmer+Will+Have+Her+Revenge+on+Seattle,['Pop/Rock'],4:07,"['angry', 'angst-ridden', 'cathartic', 'fiery', 'volatile', 'witty', 'aggressive', 'confrontational']",Frances Farmer Will Have Her Revenge on Seattle,https://www.allmusic.com/song/frances-farmer-will-have-her-revenge-on-seattle-mt0001856178
40,40,Nirvana,cathartic,In Utero,/album/in-utero-mw0000097301,"I am buried up to my neck in
Contradictionary lies
I take pride as the kind of illiterature
I'm very ape and very nice

If you ever need anything please don't hesitate
to ask someone else first
I'm too busy acting like I'm not naive.
I've seen it all I was here first

Out of the ground
Into the sky
Out of the sky
Into the dirt",bury neck contradictionary lie take pride kind illiterature ape nice ever need anything please not hesitate ask someone else first busy act like not naive see first ground sky sky dirt,i be bury up to my neck in contradictionary lie i take pride as the kind of illiterature i be very ape and very nice if you ever need anything please do not hesitate to ask someone else first i be too busy act like i be not naive i have see it all i be here first out of the ground into the sky out of the sky into the dirt,/lyric/759927/Nirvana/Into+the+Dirt+%28Very+Ape%29,['Pop/Rock'],1:55,"['angry', 'angst-ridden', 'cathartic', 'fiery', 'volatile', 'witty', 'aggressive', 'confrontational']",Very Ape,https://www.allmusic.com/song/very-ape-mt0001309610
41,41,Nirvana,cathartic,In Utero,/album/in-utero-mw0000097301,"I am my own parasite
I don't need a host to live
We feed off of each other
We can share our endorphins
Doll steak, test meat

I won my own pet virus
I get to pet and name her
Her milk is my shit
My shit is her milk

Doll steak, test meat
Look on the bright side is suicide
Lost eyesight I'm on your side
Angel left wing, right wing, broken wing
Lack of iron and/or sleeping
Protector of the kennel
Ecto-plasma
Ecto-Skeletal
Obituary birthday
Your scent is still here in my place of recovery",parasite not need host live feed share endorphin doll steak test meat win pet virus get pet name milk shit shit milk doll steak test meat look bright side suicide lose eyesight side angel leave wing right wing broken wing lack iron andor sleep protector kennel ecto plasma ecto skeletal obituary birthday scent still place recovery,i be my own parasite i do not need a host to live we feed off of each other we can share our endorphin doll steak test meat i win my own pet virus i get to pet and name her her milk be my shit my shit be her milk doll steak test meat look on the bright side be suicide lose eyesight i be on your side angel leave wing right wing broken wing lack of iron andor sleep protector of the kennel ecto plasma ecto skeletal obituary birthday your scent be still here in my place of recovery,/lyric/2753579/Nirvana/Milk+It+%5BLP+Version%5D,['Pop/Rock'],3:52,"['angst-ridden', 'cathartic', 'fiery', 'volatile', 'witty', 'aggressive', 'angry', 'confrontational']",Milk It,https://www.allmusic.com/song/milk-it-mt0004672552
42,42,Nirvana,cathartic,In Utero,/album/in-utero-mw0000097301,"Use just once and destroy
Invasion of our piracy
Afterbirth of a nation
Starved without your skeleton key

I love you for what I am not
I did not want what I have got
Blanket acne'd with cigarette burns
Speak at once while taking turns

What is wrong with me? 
What is wrong with me? 
What is wrong with me? 

I'm gonna do with what you think
If you ever think at all
Bi-polar opposites attract
All of a sudden my water broke

I love you for what I am not
I did not want what I have got
Blanket acne'd with cigarette burns
Second-rate third degree burns

What is wrong with me? 
What is wrong with me? 
What do I think? I think

Hate your enemies
Save, save your friends
Find, find your place
Speak, speak the truth

What is wrong with me? 
What is wrong with me? 
What is what I need? 
What do I think? I think

Just use once and destroy
Invasion of our piracy
Afterbirth of a nation
Starved without your skeleton key

What is wrong with me? 
What is wrong with me? 
What is wrong with me? 
What do I think? I think

What is wrong with me? 
What is wrong with me? 
What is wrong with me? 
What do I think? I think",use destroy invasion piracy afterbirth nation starve without skeleton key love not not want get blanket acn cigarette burn speak take turn wrong wrong wrong go think ever think bi polar opposite attract sudden water break love not not want get blanket acn cigarette burn second rate third degree burn wrong wrong think think hate enemy save save friend find find place speak speak truth wrong wrong need think think use destroy invasion piracy afterbirth nation starve without skeleton key wrong wrong wrong think think wrong wrong wrong think think,use just once and destroy invasion of our piracy afterbirth of a nation starve without your skeleton key i love you for what i be not i do not want what i have get blanket acn with cigarette burn speak at once while take turn what be wrong with me what be wrong with me what be wrong with me i be go to do with what you think if you ever think at all bi polar opposite attract all of a sudden my water break i love you for what i be not i do not want what i have get blanket acn with cigarette burn second rate third degree burn what be wrong with me what be wrong with me what do i think i think hate your enemy save save your friend find find your place speak speak the truth what be wrong with me what be wrong with me what be what i need what do i think i think just use once and destroy invasion of our piracy afterbirth of a nation starve without your skeleton key what be wrong with me what be wrong with me what be wrong with me what do i think i think what be wrong with me what be wrong with me what be wrong with me what do i think i think,/lyric/3499617/Nirvana/Radio+Friendly+Unit+Shifter,['Pop/Rock'],4:49,"['brooding', 'fiery', 'angry', 'bleak', 'cathartic', 'gloomy', 'hostile', 'nihilistic']",Radio Friendly Unit Shifter,https://www.allmusic.com/song/radio-friendly-unit-shifter-mt0002669220
43,43,Nirvana,cathartic,In Utero,/album/in-utero-mw0000097301,"Moderate Rock

May day, every day, my day
Could've had a heart attack, my heart
We don't know anything, my heart
We all want something fair, my heart

Hey, hey, hey, hey, hey

Out of town, out of sight, is my heart
Queen of lies, today, my heart
One more on the phone, my heart
One more at the door of my heart

Hey, hey, hey, hey, hey

Mean heart
Cold heart
Cold heart
Cold heart
Cold heart
Cold heart
Cold heart
Cold heart

Yeah",moderate rock may day every day day could heart attack heart not know anything heart want something fair heart hey hey hey hey hey town sight heart queen lie today heart one phone heart one door heart hey hey hey hey hey mean heart cold heart cold heart cold heart cold heart cold heart cold heart cold heart yeah,moderate rock may day every day my day could have have a heart attack my heart we do not know anything my heart we all want something fair my heart hey hey hey hey hey out of town out of sight be my heart queen of lie today my heart one more on the phone my heart one more at the door of my heart hey hey hey hey hey mean heart cold heart cold heart cold heart cold heart cold heart cold heart cold heart yeah,/lyric/2342900/Nirvana/Tourette%27s,['Pop/Rock'],1:33,"['angry', 'angst-ridden', 'cathartic', 'fiery', 'volatile', 'witty', 'aggressive', 'confrontational']",Tourette's,https://www.allmusic.com/song/tourettes-mt0004549962
